titre,console,note_testeur,nom_testeur,statut_testeur,year,date_test,note_lecteur,nombre_testeur,url
Struggling,,11,JeromeJoffard,Rédaction jeuxvideo.com,2020,30 août 2020 à 15:05:01,,,https://jeuxvideo.com/test/1278736/struggling-un-concept-rigolo-entache-par-des-mecaniques-frustrantes.htm
Metroid Prime,3DS,14,Retrosaurus,Utilisateur jeuxvideo.com,2020,29 août 2020 à 19:00:01,,,https://jeuxvideo.com/test/1231345/metroid-prime-blast-ball.htm
Maid of Sker,,15,KillerQuent,Utilisateur jeuxvideo.com,2020,29 août 2020 à 18:00:01,4.7,3,https://jeuxvideo.com/test/1271230/maid-of-sker-le-silence-est-d-or.htm
Control,,13,Logan,Journaliste jeuxvideo.com,2020,28 août 2020 à 19:04:33,10,4,https://jeuxvideo.com/test/1279601/control-awe-le-veritable-heritage-d-alan-wake.htm
Yuppie Psycho,,16,KillerQuent,Utilisateur jeuxvideo.com,2020,28 août 2020 à 19:00:02,,,https://jeuxvideo.com/test/1245609/yuppie-psycho-une-chasse-a-la-sorciere-moderne-et-cauchemardesque.htm
The Count Lucanor,,15,KillerQuent,Utilisateur jeuxvideo.com,2020,28 août 2020 à 19:00:02,17,1,https://jeuxvideo.com/test/1247951/the-count-lucanor-une-chasse-au-tresor-pas-comme-les-autres.htm
Tell Me Why,,14,Tiraxa,Rédaction jeuxvideo.com,2020,28 août 2020 à 18:51:41,12.8,38,https://jeuxvideo.com/test/1278263/tell-me-why-des-personnages-authentiques-un-joueur-trop-passif.htm
Captain Tsubasa,,14,Kaaraj,Journaliste jeuxvideo.com,2020,27 août 2020 à 17:47:56,11.9,40,https://jeuxvideo.com/test/1278742/captain-tsubasa-rise-of-new-champions-un-fan-service-genereux-qui-aurait-merite-un-meilleur-gameplay.htm
Wasteland 3,,15,[87],Journaliste jeuxvideo.com,2020,27 août 2020 à 17:17:59,14,46,https://jeuxvideo.com/test/1278601/wasteland-3-une-viree-reussie-mais-classique-dans-le-c-rpg-post-appo.htm
Project CARS 3,,13,Izokay,Rédaction jeuxvideo.com,2020,27 août 2020 à 14:14:38,7.3,30,https://jeuxvideo.com/test/1277740/project-cars-3-coup-de-frein-pour-la-simulation-de-slightly-mad.htm
Final Fantasy Crystal Chronicles Remastered Edition,,16,C1R14,Rédaction jeuxvideo.com,2020,26 août 2020 à 17:35:39,8.7,21,https://jeuxvideo.com/test/1276893/final-fantasy-crystal-chronicles-remaster-toujours-aussi-prenant.htm
No Straight Roads,,14,Kaaraj,Journaliste jeuxvideo.com,2020,25 août 2020 à 09:30:00,14.7,7,https://jeuxvideo.com/test/1275977/no-straight-roads-une-aventure-classique-avec-d-excellents-combats-de-boss.htm
Risk of Rain 2,,17,Jiikaa,Journaliste jeuxvideo.com,2020,25 août 2020 à 09:00:02,14.1,15,https://jeuxvideo.com/test/1276955/risk-of-rain-2-passage-a-la-3d-reussi-pour-un-rogue-lite-explosif.htm
PGA Tour 2K21,,15,Izokay,Rédaction jeuxvideo.com,2020,22 août 2020 à 19:18:41,15.2,5,https://jeuxvideo.com/test/1274917/pga-tour-2k21-hb-studios-ne-change-pas-son-club-d-epaule.htm
Battletoads,,12,Indee,Journaliste jeuxvideo.com,2020,20 août 2020 à 08:00:02,15,29,https://jeuxvideo.com/test/1274541/battletoads-le-trio-de-grenouilles-revient-avec-un-titre-multi-genre-inegal.htm
Spiritfarer,,17,K-miye,Journaliste jeuxvideo.com,2020,18 août 2020 à 19:00:03,16.3,7,https://jeuxvideo.com/test/1272703/spiritfarer-un-jeu-d-aventure-et-de-gestion-tout-doux.htm
Inmost,,16,Aubin_Gregoire,Journaliste jeuxvideo.com,2020,18 août 2020 à 19:00:03,17.5,2,https://jeuxvideo.com/test/1273887/inmost-le-digne-heritier-de-limbo-et-inside.htm
A Total War Saga,PC,16,Aelredd,Rédaction jeuxvideo.com,2020,18 août 2020 à 17:40:11,12,50,https://jeuxvideo.com/test/1274142/a-total-war-saga-troy-fait-revivre-la-mythique-illiade.htm
Mortal Shell,,15,[87],Journaliste jeuxvideo.com,2020,17 août 2020 à 17:00:02,12.7,23,https://jeuxvideo.com/test/1273948/mortal-shell-une-belle-alternative-aux-souls-like.htm
Flight Simulator (2020),PC,18,Cthulhus,Administrateur jeuxvideo.com,2020,17 août 2020 à 09:05:02,14.9,144,https://jeuxvideo.com/test/1269729/microsoft-flight-simulator-le-monde-comme-vous-ne-l-avez-jamais-vu.htm
Banner of the Maid,,12,TheXsable,Rédaction jeuxvideo.com,2020,16 août 2020 à 18:00:01,7.5,2,https://jeuxvideo.com/test/1271689/banner-of-the-maid-la-revolution-francaise-revue-dans-un-tactical-rpg.htm
EA Sports UFC 4,,16,Izokay,Rédaction jeuxvideo.com,2020,15 août 2020 à 14:10:33,9.2,46,https://jeuxvideo.com/test/1273297/ufc-4-un-crochet-en-avant-un-pas-en-arriere.htm
Post Void,PC,15,[87],Journaliste jeuxvideo.com,2020,13 août 2020 à 16:02:29,,,https://jeuxvideo.com/test/1272500/post-void-l-hysterique-fps-aussi-addictif-qu-exigeant.htm
Hyper Scape,,14,Aubin_Gregoire,Journaliste jeuxvideo.com,2020,13 août 2020 à 14:03:42,8.1,32,https://jeuxvideo.com/test/1272519/hyper-scape-le-batte-royale-qui-ne-sait-pas-s-arreter.htm
Double Kick Heroes,,16,[87],Journaliste jeuxvideo.com,2020,12 août 2020 à 16:53:02,18,1,https://jeuxvideo.com/test/1272276/double-kick-heroes-un-hybride-entre-shmup-et-jeu-de-rythme-a-la-gloire-du-metal.htm
Persona 5 Strikers,PS4,17,Ryuzaki57,Contributeur jeuxvideo.com,2020,07 août 2020 à 19:00:01,14,4,https://jeuxvideo.com/test/1268572/persona-5-scramble-une-suite-de-reve-pour-les-fans-de-p5.htm
There Is No Game,PC,17,[87],Journaliste jeuxvideo.com,2020,06 août 2020 à 15:43:32,16.7,17,https://jeuxvideo.com/test/1269927/there-is-no-game-wrong-dimension-un-puzzle-game-aussi-hilarant-qu-original.htm
Fall Guys,,15,Indee,Journaliste jeuxvideo.com,2020,05 août 2020 à 16:36:02,12.6,84,https://jeuxvideo.com/test/1269508/fall-guys-un-battle-royale-tres-accrocheur-mais-un-peu-leger-cote-contenu.htm
Horizon,PC,18,la_redaction,Journaliste jeuxvideo.com,2020,05 août 2020 à 14:01:40,12.9,96,https://jeuxvideo.com/test/1269394/horizon-zero-dawn-complete-edition-que-vaut-la-version-pc-du-hit-de-guerrilla.htm
Crysis Remastered,Switch,15,[87],Journaliste jeuxvideo.com,2020,04 août 2020 à 14:51:53,12,18,https://jeuxvideo.com/test/1268861/crysis-remastered-sur-switch-le-portage-impressionnant-d-un-jeu-vieillissant.htm
Grounded,,15,[87],Journaliste jeuxvideo.com,2020,31 juillet 2020 à 18:16:20,,,https://jeuxvideo.com/test/1267315/grounded-une-early-access-solide-pour-un-jeu-de-survie-rafraichissant.htm
Fairy Tail,PS4,11,Silent_Jay,Journaliste jeuxvideo.com,2020,30 juillet 2020 à 00:05:02,11.3,46,https://jeuxvideo.com/test/1264972/fairy-tail-un-j-rpg-fidele-mais-repetitif-et-generique.htm
Skater XL,,11,Aubin_Gregoire,Journaliste jeuxvideo.com,2020,29 juillet 2020 à 09:04:09,12.1,17,https://jeuxvideo.com/test/1265327/skater-xl-une-simulation-au-potentiel-enorme-gachee-par-sa-technique.htm
Othercide,,12,[87],Journaliste jeuxvideo.com,2020,28 juillet 2020 à 07:52:05,16.3,12,https://jeuxvideo.com/test/1264921/othercide-un-tactical-aux-bonnes-idees-mal-imbriquees.htm
Destroy All Humans! - Remake,,14,Logan,Journaliste jeuxvideo.com,2020,27 juillet 2020 à 18:05:21,14.3,4,https://jeuxvideo.com/test/1264650/destroy-all-humans-le-retour-fracassant-de-crypto.htm
Carrion,,16,Indee,Journaliste jeuxvideo.com,2020,23 juillet 2020 à 15:00:02,14.5,14,https://jeuxvideo.com/test/1260336/carrion-le-plaisir-sadique-d-incarner-le-mechant-de-l-histoire.htm
Destiny 2,,15,scie-le-vin,Administrateur jeuxvideo.com,2020,22 juillet 2020 à 15:16:05,5.5,12,https://jeuxvideo.com/test/1260423/destiny-2-la-saison-de-l-arrivee-une-introduction-solide-pour-une-extension-prometteuse.htm
Blair Witch,Switch,12,Jiikaa,Journaliste jeuxvideo.com,2020,18 juillet 2020 à 12:05:02,8,2,https://jeuxvideo.com/test/1255905/blair-witch-victime-de-la-malediction-des-portages-switch.htm
SUPERHOT,,14,Jiikaa,Journaliste jeuxvideo.com,2020,16 juillet 2020 à 18:00:02,17.7,3,https://jeuxvideo.com/test/1255452/superhot-mind-control-delete-retour-aux-affaires-pour-le-seul-slow-person-shooter.htm
Paper Mario,Switch,14,Anagund,Journaliste jeuxvideo.com,2020,15 juillet 2020 à 15:00:16,15.9,81,https://jeuxvideo.com/test/1255128/paper-mario-the-origami-king-la-fin-du-rpg-le-debut-d-une-aventure.htm
Sonic the Hedgehog,NGPocket,16,Retrosaurus,Utilisateur jeuxvideo.com,2020,14 juillet 2020 à 18:00:01,15.9,9,https://jeuxvideo.com/test/1222371/sonic-the-hedgehog-pocket-adventure.htm
Ghost of Tsushima,PS4,15,Indee,Journaliste jeuxvideo.com,2020,14 juillet 2020 à 16:00:02,17.5,582,https://jeuxvideo.com/test/1252065/ghost-of-tsushima-une-aventure-envoutante-mais-loin-sans-defaut.htm
Rocket Arena,,13,Aubin_Gregoire,Journaliste jeuxvideo.com,2020,13 juillet 2020 à 16:00:02,10,8,https://jeuxvideo.com/test/1253580/rocket-arena-bonne-surprise-ou-petard-mouille.htm
Death Stranding,,19,Panthaa,Journaliste jeuxvideo.com,2020,13 juillet 2020 à 16:00:00,14.7,700,https://jeuxvideo.com/test/1134554/death-stranding-le-test-sans-spoiler-d-un-chef-d-oeuvre-depaysant.htm
Urban Flow,Switch,14,VaCoLy,Rédaction jeuxvideo.com,2020,12 juillet 2020 à 10:15:02,14,1,https://jeuxvideo.com/test/1246014/urban-flow-la-gestion-de-la-circulation-de-maniere-simple-et-sympathique.htm
Beyond a Steel Sky,,14,Ayden_,Journaliste jeuxvideo.com,2020,11 juillet 2020 à 15:33:58,13,4,https://jeuxvideo.com/test/1253309/beyond-a-steel-sky-une-suite-qui-rend-hommage-a-l-original.htm
F1 2020,,18,Izokay,Rédaction jeuxvideo.com,2020,09 juillet 2020 à 13:12:23,14.9,18,https://jeuxvideo.com/test/1251942/f1-2020-la-nouvelle-reference-de-codemasters.htm
Deadly Premonition 2,Switch,9,Carnbee,Journaliste jeuxvideo.com,2020,08 juillet 2020 à 15:11:07,14.1,9,https://jeuxvideo.com/test/1251986/deadly-premonition-2-une-aventure-toujours-aussi-cassee-toujours-aussi-culte.htm
Bob l'Eponge Bataille pour Bikini Bottom,,16,dimipro96,Utilisateur jeuxvideo.com,2020,08 juillet 2020 à 13:00:02,17.7,6,https://jeuxvideo.com/test/1247886/bob-l-eponge-bataille-pour-bikini-botton-rehydratee-une-aventure-tres-efficace.htm
Catherine,Switch,16,Aubin_Gregoire,Journaliste jeuxvideo.com,2020,03 juillet 2020 à 15:00:02,19,5,https://jeuxvideo.com/test/1249552/catherine-full-body-un-portage-switch-qui-fait-le-job.htm
Marvel's Iron Man VR,PS4,13,Indee,Journaliste jeuxvideo.com,2020,02 juillet 2020 à 14:10:02,15.9,9,https://jeuxvideo.com/test/1250262/marvel-s-iron-man-vr-gameplay-solide-mais-progression-trop-repetitive.htm
Ninjala,Switch,12,K-miye,Journaliste jeuxvideo.com,2020,30 juin 2020 à 17:46:52,10.8,24,https://jeuxvideo.com/test/1248676/ninjala-n-est-pas-splatoon-qui-veut.htm
Trackmania (2020),PC,15,Carnbee,Journaliste jeuxvideo.com,2020,30 juin 2020 à 16:30:44,11.5,51,https://jeuxvideo.com/test/1245901/trackmania-2020-le-jeu-de-course-arcade-passe-l-epreuve-du-sprint-avec-succes.htm
Death end re;Quest 2,PS4,9,Ryuzaki57,Contributeur jeuxvideo.com,2020,26 juin 2020 à 19:00:02,20,1,https://jeuxvideo.com/test/1235456/death-end-re-quest-2-naufrage-dans-les-galapagos.htm
Borderlands 3 Une prime sanglante,,16,Jiikaa,Journaliste jeuxvideo.com,2020,25 juin 2020 à 17:00:01,14.5,11,https://jeuxvideo.com/test/1245848/borderlands-3-prime-de-sang-le-meilleur-dlc-du-fps-de-gearbox-a-ce-jour.htm
Assetto Corsa Competizione,,16,Izokay,Rédaction jeuxvideo.com,2020,24 juin 2020 à 09:11:26,9.1,46,https://jeuxvideo.com/test/1244190/assetto-corsa-competizione-solide-sur-ps4-one-mais-pas-a-la-hauteur-de-la-version-pc.htm
Urban Trial Tricky,Switch,7,Aubin_Gregoire,Journaliste jeuxvideo.com,2020,23 juin 2020 à 18:13:07,9.3,6,https://jeuxvideo.com/test/1245251/urban-trial-tricky-le-trials-like-qui-a-la-tete-dans-le-guidon.htm
Beyond Blue,,13,[87],Journaliste jeuxvideo.com,2020,22 juin 2020 à 14:00:02,14.3,4,https://jeuxvideo.com/test/1242522/beyond-blue-une-viree-plus-educative-que-ludique-au-coeur-du-pacifique.htm
Among Trees,PC,15,Indee,Journaliste jeuxvideo.com,2020,22 juin 2020 à 11:00:01,,,https://jeuxvideo.com/test/1243543/among-trees-la-survie-relaxante-en-acces-anticipe-qui-vaut-deja-le-coup.htm
Burnout Paradise Remastered,Switch,15,JeromeJoffard,Rédaction jeuxvideo.com,2020,20 juin 2020 à 17:53:00,7.3,24,https://jeuxvideo.com/test/1244071/burnout-paradise-remastered-une-re-decouverte-toujours-aussi-passionnante-sur-switch.htm
Torchlight III,PC,12,Jiikaa,Journaliste jeuxvideo.com,2020,19 juin 2020 à 14:32:00,11.9,7,https://jeuxvideo.com/test/1242260/torchlight-iii-un-hack-n-slash-juste-correct-en-acces-trop-anticipe.htm
Pokémon Épée / Bouclier,Switch,11,Kaaraj,Journaliste jeuxvideo.com,2020,19 juin 2020 à 10:48:02,6.4,86,https://jeuxvideo.com/test/1243028/pokemon-epee-bouclier-l-ile-solitaire-de-l-armure-un-dlc-avec-du-contenu-mais-sans-idees.htm
West of Dead,,15,Silent_Jay,Journaliste jeuxvideo.com,2020,18 juin 2020 à 13:00:02,13,2,https://jeuxvideo.com/test/1239833/west-of-dead-un-twin-stick-shooter-western-infernal-et-exigeant.htm
Hardspace,PC,14,Indee,Journaliste jeuxvideo.com,2020,17 juin 2020 à 17:13:50,14,4,https://jeuxvideo.com/test/1240432/hardspace-shipbreaker-plongee-plaisante-dans-la-peau-d-un-ferrailleur-galactique.htm
Persona 4,PC,19,midnailah,Rédaction jeuxvideo.com,2020,16 juin 2020 à 14:21:35,16.5,32,https://jeuxvideo.com/test/1238755/persona-4-golden-un-rpg-d-exception-enfin-sur-pc.htm
1971 Project Helios,PC,09,[87],Journaliste jeuxvideo.com,2020,16 juin 2020 à 10:00:02,4,1,https://jeuxvideo.com/test/1237387/1971-project-helios-un-melange-des-genres-qui-ne-prend-pas.htm
Desperados III,,18,MalloDelic,Journaliste jeuxvideo.com,2020,12 juin 2020 à 17:00:00,16.6,22,https://jeuxvideo.com/test/1235624/desperados-iii-mimimi-reaffirme-sa-maitrise-de-l-infiltration-tactique-en-temps-reel.htm
The Last of Us Part 2,PS4,19,Logan,Journaliste jeuxvideo.com,2020,12 juin 2020 à 09:01:29,15.2,2130,https://jeuxvideo.com/test/1237466/the-last-of-us-part-ii-la-vengeance-au-coeur-d-un-recit-epoustouflant.htm
Disintegration,,13,Carnbee,Journaliste jeuxvideo.com,2020,11 juin 2020 à 19:08:22,13,1,https://jeuxvideo.com/test/1237243/disintegration-le-fps-tactique-qui-frappe-juste-a-cote-de-sa-cible.htm
51 Worldwide Games,Switch,16,K-miye,Journaliste jeuxvideo.com,2020,10 juin 2020 à 08:06:20,14.9,27,https://jeuxvideo.com/test/1236465/51-worldwide-games-des-jeux-indemodables.htm
XCOM 2 Collection,Switch,13,[87],Journaliste jeuxvideo.com,2020,09 juin 2020 à 18:39:11,8.4,15,https://jeuxvideo.com/test/1236324/xcom-2-collection-un-portage-correct-qui-ne-fait-pas-de-miracles.htm
Borderlands Legendary Collection,Switch,15,Jiikaa,Journaliste jeuxvideo.com,2020,08 juin 2020 à 13:20:32,12.2,19,https://jeuxvideo.com/test/1234621/borderlands-legendary-collection-trois-fps-explosifs-bien-portes-sur-switch.htm
Monster train,PC,16,[87],Journaliste jeuxvideo.com,2020,06 juin 2020 à 14:00:02,16.4,7,https://jeuxvideo.com/test/1235166/monster-train-une-tres-bonne-alternative-a-slay-the-spire.htm
The Outer Worlds,Switch,10,JeromeJoffard,Rédaction jeuxvideo.com,2020,05 juin 2020 à 19:08:53,8.2,17,https://jeuxvideo.com/test/1233031/the-outer-worlds-un-nouveau-portage-miracle-pour-la-nintendo-switch.htm
Command & Conquer Remastered Collection,PC,14,Jiikaa,Journaliste jeuxvideo.com,2020,05 juin 2020 à 19:00:01,15.5,39,https://jeuxvideo.com/test/1234921/command-conquer-remastered-collection-un-depoussierage-convaincant-pour-2-str-cultes-des-90-s.htm
The Wonderful 101,,15,Ayden_,Journaliste jeuxvideo.com,2020,05 juin 2020 à 18:34:18,16.2,5,https://jeuxvideo.com/test/1234865/the-wonderful-101-remastered-peu-d-ajustements-pour-une-valeur-sure.htm
Bioshock,Switch,15,Carnbee,Journaliste jeuxvideo.com,2020,04 juin 2020 à 19:43:07,12.8,22,https://jeuxvideo.com/test/1234034/bioshock-the-collection-une-version-switch-qui-tient-la-route.htm
Tour de France 2020,,14,Izokay,Rédaction jeuxvideo.com,2020,04 juin 2020 à 17:49:32,10.4,20,https://jeuxvideo.com/test/1227317/tour-de-france-2020-quelques-nouveautes-bien-senties.htm
The Elder Scrolls Online,,15,scie-le-vin,Administrateur jeuxvideo.com,2020,04 juin 2020 à 14:44:58,9.2,13,https://jeuxvideo.com/test/1231939/the-elder-scrolls-online-greymoor-un-retour-a-bordeciel-sombre-mais-peu-depaysant.htm
Pro Cycling Manager 2020,PC,14,Izokay,Rédaction jeuxvideo.com,2020,04 juin 2020 à 14:37:34,13.3,13,https://jeuxvideo.com/test/1227314/pro-cycling-manager-2020-renouveau-ou-fringale.htm
Valorant,PC,16,Aubin_Gregoire,Journaliste jeuxvideo.com,2020,03 juin 2020 à 19:44:29,10,187,https://jeuxvideo.com/test/1233533/valorant-le-counter-strike-killer.htm
Liberated,,10,K-miye,Journaliste jeuxvideo.com,2020,03 juin 2020 à 19:39:46,,,https://jeuxvideo.com/test/1233036/liberated-mariage-heureux-entre-bd-et-jeux-video.htm
Skelattack,,16,Indee,Journaliste jeuxvideo.com,2020,02 juin 2020 à 17:30:02,11,1,https://jeuxvideo.com/test/1228714/skelattack-un-tres-bon-action-platformer-a-la-fois-exigeant-et-accessible.htm
Space Haven,,15,[87],Journaliste jeuxvideo.com,2020,31 mai 2020 à 14:00:02,14.8,4,https://jeuxvideo.com/test/1230160/space-haven-un-solide-jeu-de-gestion-a-surveiller.htm
Side Pocket,,14,Retrosaurus,Utilisateur jeuxvideo.com,2020,30 mai 2020 à 19:00:02,9.5,2,https://jeuxvideo.com/test/1224409/side-pocket.htm
Neversong,,13,[87],Journaliste jeuxvideo.com,2020,30 mai 2020 à 10:00:02,,,https://jeuxvideo.com/test/1229045/neversong-une-imparfaite-escapade-dans-un-univers-charmant.htm
Team Kirby Clash Deluxe,3DS,16,Retrosaurus,Utilisateur jeuxvideo.com,2020,29 mai 2020 à 20:00:02,17,8,https://jeuxvideo.com/test/1227872/team-kirby-clash-deluxe.htm
Minecraft Dungeons,,14,Carnbee,Journaliste jeuxvideo.com,2020,29 mai 2020 à 10:00:02,13.9,30,https://jeuxvideo.com/test/1230241/minecraft-dungeons-mojang-livre-un-hack-n-slash-tres-carre.htm
Song of Horror,PC,13,JeromeJoffard,Journaliste jeuxvideo.com,2020,28 mai 2020 à 10:05:00,15.1,10,https://jeuxvideo.com/test/1133829/song-of-horror-un-hommage-reussi-aux-productions-horrifiques-des-annees-1990.htm
Xenoblade Chronicles,Switch,18,Ayden_,Journaliste jeuxvideo.com,2020,27 mai 2020 à 15:00:02,16,110,https://jeuxvideo.com/test/1228846/xenoblade-chronicles-definitive-edition-une-version-switch-genereuse-et-reussie.htm
Crucible,PC,14,thegreatreview,Rédaction jeuxvideo.com,2020,25 mai 2020 à 17:37:23,9.6,21,https://jeuxvideo.com/test/1227853/crucible-premier-pas-prometteur-mais-premature-pour-amazon.htm
Maneater,,13,Aubin_Gregoire,Journaliste jeuxvideo.com,2020,22 mai 2020 à 18:09:25,14.6,37,https://jeuxvideo.com/test/1227624/maneater-une-bonne-blague-qui-prend-l-eau.htm
Mafia II,,14,Indee,Journaliste jeuxvideo.com,2020,19 mai 2020 à 18:00:02,13.3,32,https://jeuxvideo.com/test/1226405/mafia-ii-definitive-edition-remaster-correct-pour-un-jeu-toujours-aussi-efficace.htm
Before We Leave,PC,13,[87],Journaliste jeuxvideo.com,2020,17 mai 2020 à 17:00:02,,,https://jeuxvideo.com/test/1224551/before-we-leave-un-hybride-pacifique-a-la-croisee-du-4x-et-du-city-builder.htm
Oddworld,Switch,15,Ayden_,Journaliste jeuxvideo.com,2020,14 mai 2020 à 16:00:02,7.6,5,https://jeuxvideo.com/test/1223275/oddworld-munch-s-oddysee-le-classique-de-la-xbox-a-son-aise-sur-switch.htm
Indivisible,,16,Izokay,Rédaction jeuxvideo.com,2020,12 mai 2020 à 08:54:00,16.8,10,https://jeuxvideo.com/test/1119517/indivisible-l-association-d-idees-qui-fait-mouche.htm
Another Brick in the Mall,PC,15,[87],Journaliste jeuxvideo.com,2020,10 mai 2020 à 15:35:02,18,1,https://jeuxvideo.com/test/1221811/another-brick-in-the-mall-prenez-les-renes-d-un-immense-complexe-commercial.htm
Legends of Runeterra,,17,Aubin_Gregoire,Journaliste jeuxvideo.com,2020,05 mai 2020 à 16:28:39,17.2,20,https://jeuxvideo.com/test/1221106/legends-of-runeterra-hearthstone-n-a-qu-a-bien-se-tenir.htm
Destiny 2,,10,scie-le-vin,Administrateur jeuxvideo.com,2020,02 mai 2020 à 21:25:33,2,8,https://jeuxvideo.com/test/1219239/destiny-2-la-saison-des-dignes-sans-raid-point-de-salut.htm
Iratus,,15,[87],Journaliste jeuxvideo.com,2020,02 mai 2020 à 11:25:02,16.2,5,https://jeuxvideo.com/test/1219043/iratus-lord-of-the-dead-une-alternative-solide-et-accessible-a-darkest-dungeon.htm
SnowRunner,,16,Izokay,Rédaction jeuxvideo.com,2020,30 avril 2020 à 13:47:54,13.5,42,https://jeuxvideo.com/test/1217078/snowrunner-le-successeur-de-mudrunner-repond-aux-attentes.htm
Streets of Rage 4,,17,Silent_Jay,Journaliste jeuxvideo.com,2020,29 avril 2020 à 17:00:02,15.9,76,https://jeuxvideo.com/test/1214455/streets-of-rage-4-un-amour-sincere-et-sans-concession-pour-la-baston.htm
CloudPunk,PC,16,[87],Journaliste jeuxvideo.com,2020,29 avril 2020 à 13:34:56,16.6,5,https://jeuxvideo.com/test/1217839/cloudpunk-une-belle-balade-narrative-au-coeur-d-un-univers-cyberpunk.htm
Gears Tactics,,16,Aubin_Gregoire,Journaliste jeuxvideo.com,2020,27 avril 2020 à 15:00:02,12.5,34,https://jeuxvideo.com/test/1215959/gears-tactics-un-t-rpg-violent-et-dynamique.htm
Predator,PS4,10,JeromeJoffard,Rédaction jeuxvideo.com,2020,27 avril 2020 à 14:55:56,11.2,55,https://jeuxvideo.com/test/1217082/predator-hunting-grounds-un-jeu-multijoueur-asymetrique-convaincant.htm
The Shattering,PC,14,[87],Journaliste jeuxvideo.com,2020,25 avril 2020 à 12:00:02,,,https://jeuxvideo.com/test/1216076/the-shattering-une-reussite-formelle-qui-manque-parfois-de-fond.htm
